,0,1
658,Alex.r WRIGHT,Alexander WRIGHT
659,Alex.r MARTIN,Alexander MARTIN
660,Alex.r WOOD,Alexander WOOD
661,Alex.r ALLEN,Alexander ALLEN
662,Alex.r ROBINSON,Alexander ROBINSON
663,Alex.r LEWIS,Alexander LEWIS
664,Alex.r SCOTT,Alexander SCOTT
665,Alex.r YOUNG,Alexander YOUNG
666,Alex.r JACKSON,Alexander JACKSON
667,Alex.r ADAMS,Alexander ADAMS
668,Alex.r TRYNISKI,Alexander TRYNISKI
669,Alex.r GREEN,Alexander GREEN
670,Alex.r EVANS,Alexander EVANS
671,Alex.r KING,Alexander KING
672,Alex.r BAKER,Alexander BAKER
673,Alex.r JOHN,Alexander JOHN
674,Alex.r HARRIS,Alexander HARRIS
675,Alex.r ROBERTS,Alexander ROBERTS
676,Alex.r CAMPBELL,Alexander CAMPBELL
677,Alex.r JAMES,Alexander JAMES
678,Alex.r STEWART,Alexander STEWART
679,Alex.r LEE,Alexander LEE
680,Alex.r COUNTY,Alexander COUNTY
681,Alex.r TURNER,Alexander TURNER
682,Alex.r PARKER,Alexander PARKER
683,Alex.r COOK,Alexander COOK
684,Alex.r MC,Alexander MC
685,Alex.r EDWARDS,Alexander EDWARDS
686,Alex.r MORRIS,Alexander MORRIS
687,Alex.r MITCHELL,Alexander MITCHELL
688,Alex.r BELL,Alexander BELL
689,Alex.r WARD,Alexander WARD
690,Alex.r WATSON,Alexander WATSON
691,Alex.r MORGAN,Alexander MORGAN
692,Alex.r DAVIES,Alexander DAVIES
693,Alex.r COOPER,Alexander COOPER
694,Alex.r PHILLIPS,Alexander PHILLIPS
695,Alex.r ROGERS,Alexander ROGERS
696,Alex.r GRAY,Alexander GRAY
697,Alex.r HUGHES,Alexander HUGHES
698,Alex.r HARRISON,Alexander HARRISON
699,Alex.r CARTER,Alexander CARTER
700,Alex.r MURPHY,Alexander MURPHY
701,Alex.r COLLINS,Alexander COLLINS
702,Alex.r HENRY,Alexander HENRY
703,Alex.r FOSTER,Alexander FOSTER
704,Alex.r RICHARDSON,Alexander RICHARDSON
705,Alex.r RUSSELL,Alexander RUSSELL
706,Alex.r HAMILTON,Alexander HAMILTON
707,Alex.r SHAW,Alexander SHAW
708,Alex.r BENNETT,Alexander BENNETT
709,Alex.r HOWARD,Alexander HOWARD
710,Alex.r REED,Alexander REED
711,Alex.r FISHER,Alexander FISHER
712,Alex.r MARSHALL,Alexander MARSHALL
713,Alex.r MAY,Alexander MAY
714,Alex.r CHURCH,Alexander CHURCH
715,Alex.r WASHINGTON,Alexander WASHINGTON
716,Alex.r KELLY,Alexander KELLY
717,Alex.r PRICE,Alexander PRICE
718,Alex.r MURRAY,Alexander MURRAY
719,Alex.r WILLIAM,Alexander WILLIAM
720,Alex.r PALMER,Alexander PALMER
721,Alex.r STEVENS,Alexander STEVENS
722,Alex.r COX,Alexander COX
723,Alex.r ROBERTSON,Alexander ROBERTSON
724,Alex.r MISS,Alexander MISS
725,Alex.r CLARKE,Alexander CLARKE
726,Alex.r BAILEY,Alexander BAILEY
727,Alex.r GEORGE,Alexander GEORGE
728,Alex.r NELSON,Alexander NELSON
729,Alex.r MASON,Alexander MASON
730,Alex.r BUTLER,Alexander BUTLER
731,Alex.r MILLS,Alexander MILLS
732,Alex.r HUNT,Alexander HUNT
733,Alex.r ISLAND,Alexander ISLAND
734,Alex.r SIMPSON,Alexander SIMPSON
735,Alex.r GRAHAM,Alexander GRAHAM
736,Alex.r HENDERSON,Alexander HENDERSON
737,Alex.r ROSS,Alexander ROSS
738,Alex.r STONE,Alexander STONE
739,Alex.r PORTER,Alexander PORTER
740,Alex.r WALLACE,Alexander WALLACE
741,Alex.r KENNEDY,Alexander KENNEDY
742,Alex.r GIBSON,Alexander GIBSON
743,Alex.r WEST,Alexander WEST
744,Alex.r BROOKS,Alexander BROOKS
745,Alex.r ELLIS,Alexander ELLIS
746,Alex.r BARNES,Alexander BARNES
747,Alex.r JOHNSTON,Alexander JOHNSTON
748,Alex.r SULLIVAN,Alexander SULLIVAN
749,Alex.r WELLS,Alexander WELLS
750,Alex.r HART,Alexander HART
751,Alex.r FORD,Alexander FORD
752,Alex.r REYNOLDS,Alexander REYNOLDS
753,Alex.r ALEXANDER,Alexander ALEXANDER
754,Alex.r CO,Alexander CO
755,Alex.r COLE,Alexander COLE
756,Alex.r FOX,Alexander FOX
757,Alex.r HOLMES,Alexander HOLMES
758,Alex.r DAY,Alexander DAY
759,Alex.r CHAPMAN,Alexander CHAPMAN
760,Alex.r POWELL,Alexander POWELL
761,Alex.r WEBSTER,Alexander WEBSTER
762,Alex.r LONG,Alexander LONG
763,Alex.r RICHARDS,Alexander RICHARDS
764,Alex.r GRANT,Alexander GRANT
765,Alex.r HUNTER,Alexander HUNTER
766,Alex.r WEBB,Alexander WEBB
767,Alex.r THOMSON,Alexander THOMSON
768,Alex.r WM,Alexander WM
769,Alex.r LINCOLN,Alexander LINCOLN
770,Alex.r GORDON,Alexander GORDON
771,Alex.r WHEELER,Alexander WHEELER
772,Alex.r STREET,Alexander STREET
773,Alex.r PERRY,Alexander PERRY
774,Alex.r BLACK,Alexander BLACK
775,Alex.r LANE,Alexander LANE
776,Alex.r GARDNER,Alexander GARDNER
777,Alex.r CITY,Alexander CITY
778,Alex.r LAWRENCE,Alexander LAWRENCE
779,Alex.r ANDREWS,Alexander ANDREWS
780,Alex.r WARREN,Alexander WARREN
781,Alex.r SPENCER,Alexander SPENCER
782,Alex.r RICE,Alexander RICE
783,Alex.r JENKINS,Alexander JENKINS
784,Alex.r KNIGHT,Alexander KNIGHT
785,Alex.r ARMSTRONG,Alexander ARMSTRONG
786,Alex.r BURNS,Alexander BURNS
787,Alex.r BARKER,Alexander BARKER
788,Alex.r DUNN,Alexander DUNN
789,Alex.r REID,Alexander REID
790,Alex.r COLLEGE,Alexander COLLEGE
791,Alex.r MARY,Alexander MARY
792,Alex.r HAYES,Alexander HAYES
793,Alex.r PAGE,Alexander PAGE
794,Alex.r ROSE,Alexander ROSE
795,Alex.r PATTERSON,Alexander PATTERSON
796,Alex.r ANN,Alexander ANN
797,Alex.r CRAWFORD,Alexander CRAWFORD
798,Alex.r ARNOLD,Alexander ARNOLD
799,Alex.r HOUSE,Alexander HOUSE
800,Alf. SMITH,"Alfred, or Alphonse SMITH"
801,Alf. JONES,"Alfred, or Alphonse JONES"
802,Alf. BROWN,"Alfred, or Alphonse BROWN"
803,Alf. JOHNSON,"Alfred, or Alphonse JOHNSON"
804,Alf. WILLIAMS,"Alfred, or Alphonse WILLIAMS"
805,Alf. MILLER,"Alfred, or Alphonse MILLER"
806,Alf. TAYLOR,"Alfred, or Alphonse TAYLOR"
807,Alf. WILSON,"Alfred, or Alphonse WILSON"
808,Alf. DAVIS,"Alfred, or Alphonse DAVIS"
809,Alf. WHITE,"Alfred, or Alphonse WHITE"
810,Alf. CLARK,"Alfred, or Alphonse CLARK"
811,Alf. HALL,"Alfred, or Alphonse HALL"
812,Alf. THOMAS,"Alfred, or Alphonse THOMAS"
813,Alf. THOMPSON,"Alfred, or Alphonse THOMPSON"
814,Alf. MOORE,"Alfred, or Alphonse MOORE"
815,Alf. HILL,"Alfred, or Alphonse HILL"
816,Alf. WALKER,"Alfred, or Alphonse WALKER"
817,Alf. ANDERSON,"Alfred, or Alphonse ANDERSON"
818,Alf. WRIGHT,"Alfred, or Alphonse WRIGHT"
819,Alf. MARTIN,"Alfred, or Alphonse MARTIN"
820,Alf. WOOD,"Alfred, or Alphonse WOOD"
821,Alf. ALLEN,"Alfred, or Alphonse ALLEN"
822,Alf. ROBINSON,"Alfred, or Alphonse ROBINSON"
823,Alf. LEWIS,"Alfred, or Alphonse LEWIS"
824,Alf. SCOTT,"Alfred, or Alphonse SCOTT"
825,Alf. YOUNG,"Alfred, or Alphonse YOUNG"
826,Alf. JACKSON,"Alfred, or Alphonse JACKSON"
827,Alf. ADAMS,"Alfred, or Alphonse ADAMS"
828,Alf. TRYNISKI,"Alfred, or Alphonse TRYNISKI"
829,Alf. GREEN,"Alfred, or Alphonse GREEN"
830,Alf. EVANS,"Alfred, or Alphonse EVANS"
831,Alf. KING,"Alfred, or Alphonse KING"
832,Alf. BAKER,"Alfred, or Alphonse BAKER"
833,Alf. JOHN,"Alfred, or Alphonse JOHN"
834,Alf. HARRIS,"Alfred, or Alphonse HARRIS"
835,Alf. ROBERTS,"Alfred, or Alphonse ROBERTS"
836,Alf. CAMPBELL,"Alfred, or Alphonse CAMPBELL"
837,Alf. JAMES,"Alfred, or Alphonse JAMES"
838,Alf. STEWART,"Alfred, or Alphonse STEWART"
839,Alf. LEE,"Alfred, or Alphonse LEE"
840,Alf. COUNTY,"Alfred, or Alphonse COUNTY"
841,Alf. TURNER,"Alfred, or Alphonse TURNER"
842,Alf. PARKER,"Alfred, or Alphonse PARKER"
843,Alf. COOK,"Alfred, or Alphonse COOK"
844,Alf. MC,"Alfred, or Alphonse MC"
845,Alf. EDWARDS,"Alfred, or Alphonse EDWARDS"
846,Alf. MORRIS,"Alfred, or Alphonse MORRIS"
847,Alf. MITCHELL,"Alfred, or Alphonse MITCHELL"
848,Alf. BELL,"Alfred, or Alphonse BELL"
849,Alf. WARD,"Alfred, or Alphonse WARD"
850,Alf. WATSON,"Alfred, or Alphonse WATSON"
851,Alf. MORGAN,"Alfred, or Alphonse MORGAN"
852,Alf. DAVIES,"Alfred, or Alphonse DAVIES"
853,Alf. COOPER,"Alfred, or Alphonse COOPER"
854,Alf. PHILLIPS,"Alfred, or Alphonse PHILLIPS"
855,Alf. ROGERS,"Alfred, or Alphonse ROGERS"
856,Alf. GRAY,"Alfred, or Alphonse GRAY"
857,Alf. HUGHES,"Alfred, or Alphonse HUGHES"
858,Alf. HARRISON,"Alfred, or Alphonse HARRISON"
859,Alf. CARTER,"Alfred, or Alphonse CARTER"
860,Alf. MURPHY,"Alfred, or Alphonse MURPHY"
861,Alf. COLLINS,"Alfred, or Alphonse COLLINS"
862,Alf. HENRY,"Alfred, or Alphonse HENRY"
863,Alf. FOSTER,"Alfred, or Alphonse FOSTER"
864,Alf. RICHARDSON,"Alfred, or Alphonse RICHARDSON"
865,Alf. RUSSELL,"Alfred, or Alphonse RUSSELL"
866,Alf. HAMILTON,"Alfred, or Alphonse HAMILTON"
867,Alf. SHAW,"Alfred, or Alphonse SHAW"
868,Alf. BENNETT,"Alfred, or Alphonse BENNETT"
869,Alf. HOWARD,"Alfred, or Alphonse HOWARD"
870,Alf. REED,"Alfred, or Alphonse REED"
871,Alf. FISHER,"Alfred, or Alphonse FISHER"
872,Alf. MARSHALL,"Alfred, or Alphonse MARSHALL"
873,Alf. MAY,"Alfred, or Alphonse MAY"
874,Alf. CHURCH,"Alfred, or Alphonse CHURCH"
875,Alf. WASHINGTON,"Alfred, or Alphonse WASHINGTON"
876,Alf. KELLY,"Alfred, or Alphonse KELLY"
877,Alf. PRICE,"Alfred, or Alphonse PRICE"
878,Alf. MURRAY,"Alfred, or Alphonse MURRAY"
879,Alf. WILLIAM,"Alfred, or Alphonse WILLIAM"
880,Alf. PALMER,"Alfred, or Alphonse PALMER"
881,Alf. STEVENS,"Alfred, or Alphonse STEVENS"
882,Alf. COX,"Alfred, or Alphonse COX"
883,Alf. ROBERTSON,"Alfred, or Alphonse ROBERTSON"
884,Alf. MISS,"Alfred, or Alphonse MISS"
885,Alf. CLARKE,"Alfred, or Alphonse CLARKE"
886,Alf. BAILEY,"Alfred, or Alphonse BAILEY"
887,Alf. GEORGE,"Alfred, or Alphonse GEORGE"
888,Alf. NELSON,"Alfred, or Alphonse NELSON"
889,Alf. MASON,"Alfred, or Alphonse MASON"
890,Alf. BUTLER,"Alfred, or Alphonse BUTLER"
891,Alf. MILLS,"Alfred, or Alphonse MILLS"
892,Alf. HUNT,"Alfred, or Alphonse HUNT"
893,Alf. ISLAND,"Alfred, or Alphonse ISLAND"
894,Alf. SIMPSON,"Alfred, or Alphonse SIMPSON"
895,Alf. GRAHAM,"Alfred, or Alphonse GRAHAM"
896,Alf. HENDERSON,"Alfred, or Alphonse HENDERSON"
897,Alf. ROSS,"Alfred, or Alphonse ROSS"
898,Alf. STONE,"Alfred, or Alphonse STONE"
899,Alf. PORTER,"Alfred, or Alphonse PORTER"
900,Alf. WALLACE,"Alfred, or Alphonse WALLACE"
901,Alf. KENNEDY,"Alfred, or Alphonse KENNEDY"
902,Alf. GIBSON,"Alfred, or Alphonse GIBSON"
903,Alf. WEST,"Alfred, or Alphonse WEST"
904,Alf. BROOKS,"Alfred, or Alphonse BROOKS"
905,Alf. ELLIS,"Alfred, or Alphonse ELLIS"
906,Alf. BARNES,"Alfred, or Alphonse BARNES"
907,Alf. JOHNSTON,"Alfred, or Alphonse JOHNSTON"
908,Alf. SULLIVAN,"Alfred, or Alphonse SULLIVAN"
909,Alf. WELLS,"Alfred, or Alphonse WELLS"
910,Alf. HART,"Alfred, or Alphonse HART"
911,Alf. FORD,"Alfred, or Alphonse FORD"
912,Alf. REYNOLDS,"Alfred, or Alphonse REYNOLDS"
913,Alf. ALEXANDER,"Alfred, or Alphonse ALEXANDER"
914,Alf. CO,"Alfred, or Alphonse CO"
915,Alf. COLE,"Alfred, or Alphonse COLE"
916,Alf. FOX,"Alfred, or Alphonse FOX"
917,Alf. HOLMES,"Alfred, or Alphonse HOLMES"
918,Alf. DAY,"Alfred, or Alphonse DAY"
919,Alf. CHAPMAN,"Alfred, or Alphonse CHAPMAN"
920,Alf. POWELL,"Alfred, or Alphonse POWELL"
921,Alf. WEBSTER,"Alfred, or Alphonse WEBSTER"
922,Alf. LONG,"Alfred, or Alphonse LONG"
923,Alf. RICHARDS,"Alfred, or Alphonse RICHARDS"
924,Alf. GRANT,"Alfred, or Alphonse GRANT"
925,Alf. HUNTER,"Alfred, or Alphonse HUNTER"
926,Alf. WEBB,"Alfred, or Alphonse WEBB"
927,Alf. THOMSON,"Alfred, or Alphonse THOMSON"
928,Alf. WM,"Alfred, or Alphonse WM"
929,Alf. LINCOLN,"Alfred, or Alphonse LINCOLN"
930,Alf. GORDON,"Alfred, or Alphonse GORDON"
931,Alf. WHEELER,"Alfred, or Alphonse WHEELER"
932,Alf. STREET,"Alfred, or Alphonse STREET"
933,Alf. PERRY,"Alfred, or Alphonse PERRY"
934,Alf. BLACK,"Alfred, or Alphonse BLACK"
935,Alf. LANE,"Alfred, or Alphonse LANE"
936,Alf. GARDNER,"Alfred, or Alphonse GARDNER"
937,Alf. CITY,"Alfred, or Alphonse CITY"
938,Alf. LAWRENCE,"Alfred, or Alphonse LAWRENCE"
939,Alf. ANDREWS,"Alfred, or Alphonse ANDREWS"
940,Alf. WARREN,"Alfred, or Alphonse WARREN"
941,Alf. SPENCER,"Alfred, or Alphonse SPENCER"
942,Alf. RICE,"Alfred, or Alphonse RICE"
943,Alf. JENKINS,"Alfred, or Alphonse JENKINS"
944,Alf. KNIGHT,"Alfred, or Alphonse KNIGHT"
945,Alf. ARMSTRONG,"Alfred, or Alphonse ARMSTRONG"
946,Alf. BURNS,"Alfred, or Alphonse BURNS"
947,Alf. BARKER,"Alfred, or Alphonse BARKER"
948,Alf. DUNN,"Alfred, or Alphonse DUNN"
949,Alf. REID,"Alfred, or Alphonse REID"
950,Alf. COLLEGE,"Alfred, or Alphonse COLLEGE"
951,Alf. MARY,"Alfred, or Alphonse MARY"
952,Alf. HAYES,"Alfred, or Alphonse HAYES"
953,Alf. PAGE,"Alfred, or Alphonse PAGE"
954,Alf. ROSE,"Alfred, or Alphonse ROSE"
955,Alf. PATTERSON,"Alfred, or Alphonse PATTERSON"
956,Alf. ANN,"Alfred, or Alphonse ANN"
957,Alf. CRAWFORD,"Alfred, or Alphonse CRAWFORD"
958,Alf. ARNOLD,"Alfred, or Alphonse ARNOLD"
959,Alf. HOUSE,"Alfred, or Alphonse HOUSE"
960,Amb. SMITH,Ambrose SMITH
961,Amb. JONES,Ambrose JONES
962,Amb. BROWN,Ambrose BROWN
963,Amb. JOHNSON,Ambrose JOHNSON
964,Amb. WILLIAMS,Ambrose WILLIAMS
965,Amb. MILLER,Ambrose MILLER
966,Amb. TAYLOR,Ambrose TAYLOR
967,Amb. WILSON,Ambrose WILSON
968,Amb. DAVIS,Ambrose DAVIS
969,Amb. WHITE,Ambrose WHITE
970,Amb. CLARK,Ambrose CLARK
971,Amb. HALL,Ambrose HALL
972,Amb. THOMAS,Ambrose THOMAS
973,Amb. THOMPSON,Ambrose THOMPSON
974,Amb. MOORE,Ambrose MOORE
975,Amb. HILL,Ambrose HILL
976,Amb. WALKER,Ambrose WALKER
977,Amb. ANDERSON,Ambrose ANDERSON
978,Amb. WRIGHT,Ambrose WRIGHT
979,Amb. MARTIN,Ambrose MARTIN
980,Amb. WOOD,Ambrose WOOD
981,Amb. ALLEN,Ambrose ALLEN
982,Amb. ROBINSON,Ambrose ROBINSON
983,Amb. LEWIS,Ambrose LEWIS
984,Amb. SCOTT,Ambrose SCOTT
985,Amb. YOUNG,Ambrose YOUNG
986,Amb. JACKSON,Ambrose JACKSON
987,Amb. ADAMS,Ambrose ADAMS
988,Amb. TRYNISKI,Ambrose TRYNISKI
989,Amb. GREEN,Ambrose GREEN
990,Amb. EVANS,Ambrose EVANS
991,Amb. KING,Ambrose KING
992,Amb. BAKER,Ambrose BAKER
993,Amb. JOHN,Ambrose JOHN
994,Amb. HARRIS,Ambrose HARRIS
995,Amb. ROBERTS,Ambrose ROBERTS
996,Amb. CAMPBELL,Ambrose CAMPBELL
997,Amb. JAMES,Ambrose JAMES
998,Amb. STEWART,Ambrose STEWART
999,Amb. LEE,Ambrose LEE
1000,Amb. COUNTY,Ambrose COUNTY
1001,Amb. TURNER,Ambrose TURNER
1002,Amb. PARKER,Ambrose PARKER
1003,Amb. COOK,Ambrose COOK
1004,Amb. MC,Ambrose MC
1005,Amb. EDWARDS,Ambrose EDWARDS
1006,Amb. MORRIS,Ambrose MORRIS
1007,Amb. MITCHELL,Ambrose MITCHELL
1008,Amb. BELL,Ambrose BELL
1009,Amb. WARD,Ambrose WARD
1010,Amb. WATSON,Ambrose WATSON
1011,Amb. MORGAN,Ambrose MORGAN
1012,Amb. DAVIES,Ambrose DAVIES
1013,Amb. COOPER,Ambrose COOPER
1014,Amb. PHILLIPS,Ambrose PHILLIPS
1015,Amb. ROGERS,Ambrose ROGERS
1016,Amb. GRAY,Ambrose GRAY
1017,Amb. HUGHES,Ambrose HUGHES
1018,Amb. HARRISON,Ambrose HARRISON
1019,Amb. CARTER,Ambrose CARTER
1020,Amb. MURPHY,Ambrose MURPHY
1021,Amb. COLLINS,Ambrose COLLINS
1022,Amb. HENRY,Ambrose HENRY
1023,Amb. FOSTER,Ambrose FOSTER
1024,Amb. RICHARDSON,Ambrose RICHARDSON
1025,Amb. RUSSELL,Ambrose RUSSELL
1026,Amb. HAMILTON,Ambrose HAMILTON
1027,Amb. SHAW,Ambrose SHAW
1028,Amb. BENNETT,Ambrose BENNETT
1029,Amb. HOWARD,Ambrose HOWARD
1030,Amb. REED,Ambrose REED
1031,Amb. FISHER,Ambrose FISHER
1032,Amb. MARSHALL,Ambrose MARSHALL
1033,Amb. MAY,Ambrose MAY
1034,Amb. CHURCH,Ambrose CHURCH
1035,Amb. WASHINGTON,Ambrose WASHINGTON
1036,Amb. KELLY,Ambrose KELLY
1037,Amb. PRICE,Ambrose PRICE
1038,Amb. MURRAY,Ambrose MURRAY
1039,Amb. WILLIAM,Ambrose WILLIAM
1040,Amb. PALMER,Ambrose PALMER
1041,Amb. STEVENS,Ambrose STEVENS
1042,Amb. COX,Ambrose COX
1043,Amb. ROBERTSON,Ambrose ROBERTSON
1044,Amb. MISS,Ambrose MISS
1045,Amb. CLARKE,Ambrose CLARKE
1046,Amb. BAILEY,Ambrose BAILEY
1047,Amb. GEORGE,Ambrose GEORGE
1048,Amb. NELSON,Ambrose NELSON
1049,Amb. MASON,Ambrose MASON
1050,Amb. BUTLER,Ambrose BUTLER
1051,Amb. MILLS,Ambrose MILLS
1052,Amb. HUNT,Ambrose HUNT
1053,Amb. ISLAND,Ambrose ISLAND
1054,Amb. SIMPSON,Ambrose SIMPSON
1055,Amb. GRAHAM,Ambrose GRAHAM
1056,Amb. HENDERSON,Ambrose HENDERSON
1057,Amb. ROSS,Ambrose ROSS
1058,Amb. STONE,Ambrose STONE
1059,Amb. PORTER,Ambrose PORTER
1060,Amb. WALLACE,Ambrose WALLACE
1061,Amb. KENNEDY,Ambrose KENNEDY
1062,Amb. GIBSON,Ambrose GIBSON
1063,Amb. WEST,Ambrose WEST
1064,Amb. BROOKS,Ambrose BROOKS
1065,Amb. ELLIS,Ambrose ELLIS
1066,Amb. BARNES,Ambrose BARNES
1067,Amb. JOHNSTON,Ambrose JOHNSTON
1068,Amb. SULLIVAN,Ambrose SULLIVAN
1069,Amb. WELLS,Ambrose WELLS
1070,Amb. HART,Ambrose HART
1071,Amb. FORD,Ambrose FORD
1072,Amb. REYNOLDS,Ambrose REYNOLDS
1073,Amb. ALEXANDER,Ambrose ALEXANDER
1074,Amb. CO,Ambrose CO
1075,Amb. COLE,Ambrose COLE
1076,Amb. FOX,Ambrose FOX
1077,Amb. HOLMES,Ambrose HOLMES
1078,Amb. DAY,Ambrose DAY
1079,Amb. CHAPMAN,Ambrose CHAPMAN
1080,Amb. POWELL,Ambrose POWELL
1081,Amb. WEBSTER,Ambrose WEBSTER
1082,Amb. LONG,Ambrose LONG
1083,Amb. RICHARDS,Ambrose RICHARDS
1084,Amb. GRANT,Ambrose GRANT
1085,Amb. HUNTER,Ambrose HUNTER
1086,Amb. WEBB,Ambrose WEBB
1087,Amb. THOMSON,Ambrose THOMSON
1088,Amb. WM,Ambrose WM
1089,Amb. LINCOLN,Ambrose LINCOLN
1090,Amb. GORDON,Ambrose GORDON
1091,Amb. WHEELER,Ambrose WHEELER
1092,Amb. STREET,Ambrose STREET
1093,Amb. PERRY,Ambrose PERRY
1094,Amb. BLACK,Ambrose BLACK
1095,Amb. LANE,Ambrose LANE
1096,Amb. GARDNER,Ambrose GARDNER
1097,Amb. CITY,Ambrose CITY
1098,Amb. LAWRENCE,Ambrose LAWRENCE
1099,Amb. ANDREWS,Ambrose ANDREWS
1100,Amb. WARREN,Ambrose WARREN
1101,Amb. SPENCER,Ambrose SPENCER
1102,Amb. RICE,Ambrose RICE
1103,Amb. JENKINS,Ambrose JENKINS
1104,Amb. KNIGHT,Ambrose KNIGHT
1105,Amb. ARMSTRONG,Ambrose ARMSTRONG
1106,Amb. BURNS,Ambrose BURNS
1107,Amb. BARKER,Ambrose BARKER
1108,Amb. DUNN,Ambrose DUNN
1109,Amb. REID,Ambrose REID
1110,Amb. COLLEGE,Ambrose COLLEGE
1111,Amb. MARY,Ambrose MARY
1112,Amb. HAYES,Ambrose HAYES
1113,Amb. PAGE,Ambrose PAGE
1114,Amb. ROSE,Ambrose ROSE
1115,Amb. PATTERSON,Ambrose PATTERSON
1116,Amb. ANN,Ambrose ANN
1117,Amb. CRAWFORD,Ambrose CRAWFORD
1118,Amb. ARNOLD,Ambrose ARNOLD
1119,Amb. HOUSE,Ambrose HOUSE
1120,An. SMITH,"Anne, or Anna SMITH"
1121,An. JONES,"Anne, or Anna JONES"
1122,An. BROWN,"Anne, or Anna BROWN"
1123,An. JOHNSON,"Anne, or Anna JOHNSON"
1124,An. WILLIAMS,"Anne, or Anna WILLIAMS"
1125,An. MILLER,"Anne, or Anna MILLER"
1126,An. TAYLOR,"Anne, or Anna TAYLOR"
1127,An. WILSON,"Anne, or Anna WILSON"
1128,An. DAVIS,"Anne, or Anna DAVIS"
1129,An. WHITE,"Anne, or Anna WHITE"
1130,An. CLARK,"Anne, or Anna CLARK"
1131,An. HALL,"Anne, or Anna HALL"
1132,An. THOMAS,"Anne, or Anna THOMAS"
1133,An. THOMPSON,"Anne, or Anna THOMPSON"
1134,An. MOORE,"Anne, or Anna MOORE"
1135,An. HILL,"Anne, or Anna HILL"
1136,An. WALKER,"Anne, or Anna WALKER"
1137,An. ANDERSON,"Anne, or Anna ANDERSON"
1138,An. WRIGHT,"Anne, or Anna WRIGHT"
1139,An. MARTIN,"Anne, or Anna MARTIN"
1140,An. WOOD,"Anne, or Anna WOOD"
1141,An. ALLEN,"Anne, or Anna ALLEN"
1142,An. ROBINSON,"Anne, or Anna ROBINSON"
1143,An. LEWIS,"Anne, or Anna LEWIS"
1144,An. SCOTT,"Anne, or Anna SCOTT"
1145,An. YOUNG,"Anne, or Anna YOUNG"
1146,An. JACKSON,"Anne, or Anna JACKSON"
1147,An. ADAMS,"Anne, or Anna ADAMS"
1148,An. TRYNISKI,"Anne, or Anna TRYNISKI"
1149,An. GREEN,"Anne, or Anna GREEN"
1150,An. EVANS,"Anne, or Anna EVANS"
1151,An. KING,"Anne, or Anna KING"
1152,An. BAKER,"Anne, or Anna BAKER"
1153,An. JOHN,"Anne, or Anna JOHN"
1154,An. HARRIS,"Anne, or Anna HARRIS"
1155,An. ROBERTS,"Anne, or Anna ROBERTS"
1156,An. CAMPBELL,"Anne, or Anna CAMPBELL"
1157,An. JAMES,"Anne, or Anna JAMES"
1158,An. STEWART,"Anne, or Anna STEWART"
1159,An. LEE,"Anne, or Anna LEE"
1160,An. COUNTY,"Anne, or Anna COUNTY"
1161,An. TURNER,"Anne, or Anna TURNER"
1162,An. PARKER,"Anne, or Anna PARKER"
1163,An. COOK,"Anne, or Anna COOK"
1164,An. MC,"Anne, or Anna MC"
1165,An. EDWARDS,"Anne, or Anna EDWARDS"
1166,An. MORRIS,"Anne, or Anna MORRIS"
1167,An. MITCHELL,"Anne, or Anna MITCHELL"
1168,An. BELL,"Anne, or Anna BELL"
1169,An. WARD,"Anne, or Anna WARD"
1170,An. WATSON,"Anne, or Anna WATSON"
1171,An. MORGAN,"Anne, or Anna MORGAN"
1172,An. DAVIES,"Anne, or Anna DAVIES"
1173,An. COOPER,"Anne, or Anna COOPER"
1174,An. PHILLIPS,"Anne, or Anna PHILLIPS"
1175,An. ROGERS,"Anne, or Anna ROGERS"
1176,An. GRAY,"Anne, or Anna GRAY"
1177,An. HUGHES,"Anne, or Anna HUGHES"
1178,An. HARRISON,"Anne, or Anna HARRISON"
1179,An. CARTER,"Anne, or Anna CARTER"
1180,An. MURPHY,"Anne, or Anna MURPHY"
1181,An. COLLINS,"Anne, or Anna COLLINS"
1182,An. HENRY,"Anne, or Anna HENRY"
1183,An. FOSTER,"Anne, or Anna FOSTER"
1184,An. RICHARDSON,"Anne, or Anna RICHARDSON"
1185,An. RUSSELL,"Anne, or Anna RUSSELL"
1186,An. HAMILTON,"Anne, or Anna HAMILTON"
1187,An. SHAW,"Anne, or Anna SHAW"
1188,An. BENNETT,"Anne, or Anna BENNETT"
1189,An. HOWARD,"Anne, or Anna HOWARD"
1190,An. REED,"Anne, or Anna REED"
1191,An. FISHER,"Anne, or Anna FISHER"
1192,An. MARSHALL,"Anne, or Anna MARSHALL"
1193,An. MAY,"Anne, or Anna MAY"
1194,An. CHURCH,"Anne, or Anna CHURCH"
1195,An. WASHINGTON,"Anne, or Anna WASHINGTON"
1196,An. KELLY,"Anne, or Anna KELLY"
1197,An. PRICE,"Anne, or Anna PRICE"
1198,An. MURRAY,"Anne, or Anna MURRAY"
1199,An. WILLIAM,"Anne, or Anna WILLIAM"
1200,An. PALMER,"Anne, or Anna PALMER"
1201,An. STEVENS,"Anne, or Anna STEVENS"
1202,An. COX,"Anne, or Anna COX"
1203,An. ROBERTSON,"Anne, or Anna ROBERTSON"
1204,An. MISS,"Anne, or Anna MISS"
1205,An. CLARKE,"Anne, or Anna CLARKE"
1206,An. BAILEY,"Anne, or Anna BAILEY"
1207,An. GEORGE,"Anne, or Anna GEORGE"
